box,slot,mouse_num,organ,stain,patho assigned?,definitive,NED <150 d,TNP,notes,Category 1,Category 2,aod,has_scan,scan box,sb slot,cassette position,confirm can/should scan,not scanned reason,renamed,resultant geno,exclude,coh,gnotes.2,tumor1 ,t1 size (mm2),Annotated mrxs?,grouping 2,tumor2,t2 size (mm2),grouping,Sheri Notes,gnotes.1,1st note date (G),2nd note,note,box_label,blue,cyan,yellow,orange,green,black,pink,send for RNA?,hypercellular,necrosis,Pseudopalisading quality,PPN,glomeruloid mvp,whorls,high N/C,marked pleomorphism,pleomorphic/myxoid,Super high MF,Elevated MF,abnormal mitoses,rosenthall-ish fibers,strong rosettes,weak rosettes,entrapped neurons,diffuse HC,foamy cytoplams,giant cells,fibrillary appearance,B-type,lipo accumulation,hylenized,pomegranate/structural,adenoid,lymphocyte infiltration,ned,Grade (H/L),location
NFG06,088,23397,B,S100,,1,,,,,,76,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,032,23400,B,HE,,0,,,,3.1/2?,,51,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"B--type areas. Areas with weakly formed rosettes/entrapment. Additional areas with perinuclear aggregates, and more defined rosettes. ",,,,,,,4,NED,Low grade,9/13,,arrow,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,033,23460,B,HE,,0,,,,3.1,,142,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Diffuse hypercellularity. Areas with Entrapped neurons. B-type area. ,,,,,,,89,,"Maybe bery low, diffust. Atypia, pleomorphism. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,034,23461,B,HE,,0,,,,3.1,,60,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Probable IA. B-type areas.  Some areas with giant cells. ,,,,,,,6,,Low grade,9/13,10/10/2023,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,035,23463,B,HE,1,1,,,,2.4.NOS,,70,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large tumor outside brain. Possible circumscribed tumor areas are brain interface with tissue regression. Outside brain tumor is high grade with abundant mitoses,  myxoid qulity and hypercellular. Herringbone-like structure. Necrotic areas. ",2.03,140,mtob,,,,25,,"High grade, grade 4. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,1,,,,,,,,1,1,1,,,1,1,,1,,1,,,,,,,,,1,,,,,,,,h,ob
NFG05,026,23463,B,NF1,,1,,,,,,70,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,015,23463,B,PERK,,1,,,,,,70,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,stained ihc slides perk and nf1 for nf1 project ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,090,23463,B,S100,,1,,,,,,70,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,036,23464,B,HE,,0,,,,3.2?,,79,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas with clumpy appearance. ,,,,,,,40,,"Maybe small, low-grade tumor",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,037,23465,B,HE,1,1,,,,2.4.NOS,,70,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"large tumor outside brain. High grade with mycoid quality and abundant mitoses. Necrosis.  Small cluster of invading tumor cells in interiour of brain, hyperchromic. ",2.03,206,mtob,,,,24,,Gliosarcoma grade 4. Atypia. ,9/13,,,Nf-1 N-TVA original H&E 22841-25084,1,,,,,,,,1,1,1,,,1,1,,1,,1,,,,,,,,,1,,,,,,,,h,
NFG05,025,23465,B,NF1,,1,,,,,,70,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,016,23465,B,PERK,,1,,,,,,70,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,stained ihc slides perk and nf1 for nf1 project ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,091,23465,B,S100,,1,,,,,,70,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,038,23466,B,HE,,0,,,,3.1/2?,,92,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular, with neuron entrapment and weakly-formed pseudorosettes. 1 large area of unique appearance, possibly  an artifact of staining. ",,,,,,,64,,"Possible pilocytic astrocytoma, low grade. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,051,23783,B,HE,,1,,,,fd-exclude from hist. analysis,,77,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Areas with fried-egg appearance. Plus inique area of neurons  unlike any other samples. Influx of uniform, round cells with high N/C ratios. Various areas of hypercellular.  Evidence of MVP. ",,,,,,,37,"NED, FD?","Low grade, oligodendroglioma-like. Possible neurocytoma, grade 2. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,052,23784,B,HE,,0,1,,,NED?,,116,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type area. Lipo areas throughout brain. Entrapped neurons and pseudorosettes. ,dif,,diffuse,,,,81,,Low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
NFG03,053,23785,B,HE,,,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,"High grade with MVP, sarcomatous. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,096,23785,B,PERK,,,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,NA,9/13,,,nf1 glioma ki67 perk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,086,23785,B,PTEN,,,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,NA,9/13,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,054,23786,B,HE,1,1,,,,3.4.LMG,,64,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large, high-grade tumor outside brain with MVP, PPN, hypercellular. Additioanl areas of well organized, massive tumor outside brain, similar to pomegranate structure. MVP and PPN. ",2.04,48,"large tumor, mostly outside brain, Some pushing into brain. not as separated as other mtobs",,,,12,"tumor growing outside brain, high grade. ",Grade 4. ,9/13,,,Nf-1 N-TVA original H&E 22841-25084,2,,,1,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,1*,,,,h,ab
NFG06,097,23786,B,PERK,,1,,,,,,64,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma ki67 perk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,087,23786,B,PTEN,,1,,,,,,64,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,055,23787,B,HE,,1,,,,5.N,,72,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas. Pseudorosettes. Appaearance of start of MVP,dif,,,,,,26,,"diffuse, low grade",9/13,,original arrow,Nf-1 N-TVA original H&E 22841-25084,,,1,,1,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,
NFG06,036,23787,B,KI67,,1,,,,,,72,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,diffuse high-positive cells confines above,9/13,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,037,23787,B,PERK,,1,,,,,,72,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,056,23789,B,HE,,0,,,,3.1/2?,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Hylenized vessels. Diffusely hypercellular, with pseudorosettes. ",,,,,,,50,,"low grade, potential area of PA (2)",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,057,23790,B,HE,,0,1,,,NED?,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular, with pseudorosettes. Additional tumor outside brain with giant cells, rosenthall fiber appearance. B-type areas . F and G type areas. ",,,,,,,49,,low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,058,23791,B,HE,,1,,,,4.N.NOS,,68,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large high-grade tumor outside brain and infiltrating into brain tissue. Has MVP, lighter and darker areas making necrosis likely.  ",2.04,8,,,,,21,,"high grade, highly cellular. either 3 or 4, no obviously nec. MVP - grade 4. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,1,,,,,1,,,1,1,1,1,1*,,1,,,,,,,1,,,,,,,,,,1,1*,,,,ab
NFG03,059,23792,B,HE,,0,,,,1.2.NOS?,,81,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Diffusely hypercellular. Aggregates of hypercellularity plus area of hyperchromic. ,dif,,"large, diff area- maybe good for rna? probably not tho",,,,48,,Low grade,9/13,,original. ?,Nf-1 N-TVA original H&E 22841-25084,,1,2,1,1,1,,,1,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,1*,,,
NFG02,076,23792,B,KI67,,0,,,,,,81,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,confirm low grade infiltrating tumor cells,9/13,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,098,23792,B,PERK,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma ki67 perk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,088,23792,B,PTEN,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,060,23822,B,HE,,0,,,,3.1/2?,,74,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,weakly formed rosettes and neural entrapment. Areas of necrosis. B-type areas with accumulations. ,,,,,,,31,,low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,061,23823,B,HE,1,1,,,,1.2.NOS,,53,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"B-type in one area. One large tumor area, with high grade. Necrossis, highly hypercellular. Some giant cells. Whorls. Elevated MFs. Nuclear pleomorphism. ",2.02,25,,,,,5,,high grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,099,23823,B,PERK,,1,,,,,,53,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma ki67 perk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,089,23823,B,PTEN,,1,,,,,,53,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,062,23824,B,HE,,0,,1,,3.1/2?,2.4.NOS,48,2S,SB07,48,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"perivascular structures, hylenization. Stromal quality. hypercellular lesion with hyperchromasia. Bit of PP quality. Large b-type areas. ",,,,,,,1,,low grade,9/13,10/23/2023,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,20,23824,T,HE,,0,,1,,,,48,Y,SB05,6,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,063,23826,B,HE,,1,,,,1.2.NOS,,63,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"B-type areas. 1  large tumor outside brain, high-grade appearing. Some giant cells, some sarcomatous, some fibrous appearing. Infiltration of cells with pleomorphism. ",2.02,5,,,,,11,"Tumor growing outside the brain, high MF. ","Grade 4, gliosarcomatous",9/13,,,Nf-1 N-TVA original H&E 22841-25084,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,064,23828,B,HE,,0,,1,,3.1/2 in brain?,2.4.NOS,84,2S,SB07,49,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type area. Area with lipo. 1 small tumor outside at edge of brain. ,,,,,,,53,,low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,21,23828,T,HE,,0,,1,,,,84,Y,SB05,7,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,53,,low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,065,23865,B,HE,,,,,,,,120,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,1,xc,,,,,,,,,,meningioma,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,066,23866,B,HE,,1,,,,1.2.AF,,67,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"B-type areas. High grade appearing tumor outside. Pomegranate-appearing sections. Very hypercellular, invading.  Some weakly formed rosettes/entrapments. ",2.04,7,,,,,20,"tumor growing outside brain, high grade. ",grade 2-3 hypercellular,9/13,,ventricle?,Nf-1 N-TVA original H&E 22841-25084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,100,23866,B,PERK,,1,,,,,,67,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma ki67 perk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,090,23866,B,PTEN,,1,,,,,,67,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,067,23867,B,HE,,,,,,,,65,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,diffuse low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,068,23964,B,HE,,0,1,,,3.1 or NED?,,76,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Some b-type areas. ,,,,,,,34,,diffuse low grade,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,069,23965,B,HE,,1,,,,5.N,,89,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large B-type area, with diffusion of infiltrating cells from that area. Diffusely hypercellular with hyperchromic cells. Lipo-ish scar tissue area. 1 tumor outside brain with large cells/rosenthall type. Neuron entrapping and pseudorosettes. ",ts,,,,,,61,,diffust low grade lymphocytic infiltration,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,071,23966,B,HE,,1,,,,4.2.D,,106,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular. Large, high-grade tumor mostly outside brain with some infiltrations into the brain. Inside, entrapped neurons and weakly formed ppseudorosettes. Large b-type accuulation. Additional areas with perivascular aggregation. ",2.01,4,,,,,74,"TGOB but also attached, maybe into brain","high mitotic activity, PR grade 3-4. Hypercellular",9/13,,,Nf-1 N-TVA original H&E 22841-25084,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,091,23966,B,PTEN,,1,,,,,,106,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"high percentage of pten negative cells accumulated in tumor area. Throughout remaining brain, infiltration of negative stain cells. ",,,,,,,,,NA,9/13,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,072,23967,B,HE,1,1,,,,4.2.D,,89,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large high-grade tumor outside brain with ppn, aggregations cells. Some areas at border of brain with hylenization.  Necrosis. ",2.04,15,,,,,60,,Grade 2-3 PR NP,9/13,,,Nf-1 N-TVA original H&E 22841-25084,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,074,23968,B,HE,,0,,,,3.1?,,82,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type area. Area with lipo. ,,,,,,,52,,low grade diffuse,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,075,23969,B,HE,,1,,,,5.N,,76,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas. Some entrapped neurons/pleomorphism. ,dif,,,,,,33,,low grade diffuse,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,076,23970,B,HE,,0,,,,3.2?,,67,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas. Some weakly entrapped neurons/rosettes,,,,,,,19,,low grade mostly diffuse,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,077,23971,B,HE,,0,,,,3.1,,76,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas. Areas with invasion. ,,,,,,,32,,low grade mostly diffuse,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,084,24986,B,HE,,1,1,,,NED,,67,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Diffuse hypercellularity. Some weakly formed linear arrangements. ,dif,,,,,,18,,low grade diffuse,9/13,,original,Nf-1 N-TVA original H&E 22841-25084,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,039,24986,B,KI67,,1,,,,,,67,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,040,24986,B,PERK,,1,,,,,,67,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/13,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,085,24987,B,HE,,1,,,,3.2,,67,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Thin strip of tumor outside brian. B-type areas. Circles and strips of B-type areas, necrosis. ",dif,,,,,,17,,"hyalinized vessels. Lipotamous. Grade 2, probably low-grade diffuse. Nuclear Pleomorphism. Maybe 3? Possible EN lymphocytic infiltration. ",9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,086,24988,B,HE,1,1,,,,1.2.AF,,127,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Highly cellular outside brain and infiltrating into brain. Pseudo-rosettes/somewhat linear formations of somewhat uniform-shaped cells. Myxoid quality with giant cells. Rosentall fibers and whorls. ,2.04,22,,,,,84,,High cellularlity maybe grade 1 possible meningioma,9/13,,,Nf-1 N-TVA original H&E 22841-25084,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG03,087,24989,B,HE,,,,,,,,73,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,hypercellular. Probable meningioma grade 3. MFs plus marked PM,9/13,,,Nf-1 N-TVA original H&E 22841-25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,042,25687,B,HE,,0,,,,NED?,,149,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"moderate, very small B-type. 1 Area with possible EN, small area of diffuse hypercellularity. Lipo area. ",,,,,,,92,,low grade diffuse,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,043,25688,B,HE,,1,,,,NED,,149,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"moderate, very small B-type. 1 Area with possible EN, small area of diffuse hypercellularity. Lipo area. ",,,,,,,91,,scattered MF. Probably grade 2. ,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,044,25689,B,HE,,1,,,,3.2,,50,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"distinct area of HC, MVP. Perivascular agg with MVP and PP quality. Multi-nucleated cells. calcifications, dotted chromatin. Bit of pp quality. B-type areas. ",,,,,,,2,,"Possible MVP, likely low grade. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,075,25690,B,HE,1,1,,,,4.N.NOS,,112,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Maybe grade 3, marked NP. Mixed character. Large b-type area. Pseudorosettes in areas of hypercellularity. Plus necrosis. Very heavily elevated MFs plus irregular mitoses. ",2.05,14,,,,,79,,"Maybe grade 3, marked NP. Mixed character. Probable grade 4, MVP/sarcomatous component. ",9/20,,original,nf1 glioma serial H&E unstained + pten,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,093,25690,B,PTEN,,1,,,,,,112,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Pten KO in tumor tissue. ,,,,,,,,,Pten KO in tumor tissue. ,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,045,25691,B,HE,,1,,,,3.2,,106,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely very hypercellular, with neuron entrapment and pseudorosettes. ",dif,,probably too diffuse?,,,,73,,"Low grade, diffuse. NE. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,046,25692,B,HE,,x,,1,,appearance of fd. maybe exclude from analysis,2.4.NOS,111,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Many cells with perinuclear haloes, fried egg appearance. 2 circumscribed areas of regression. B-type areas. Uniform, circular cell aggregation with oligodendroglioma-like appearance. Large tumor outside brain. Myxoid-appearing areas, with hyperchromic areas and foamy, purple cytoplasms. Rosenthall fibers. Generally unique appearance compared to others viewed so far. ",2.06,14,"--have patho look at large, diffust area circles. May be oligo-denral-like, or may be found dead. ",,,,78,,"Oligodendroglial-like. Fried egg. Circumscribed, regressed area. Low grade. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,36,25692,T1,HE,,x,,1,,,,111,Y,SB05,22,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,78,,"Oligodendroglial-like. Fried egg. Circumscribed, regressed area. Low grade. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,37,25692,T2,HE,,x,,1,,,,111,Y,SB05,23,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,78,,"Oligodendroglial-like. Fried egg. Circumscribed, regressed area. Low grade. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,047,25693,B,HE,,1,,,,check.,,90,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"mixoid quality of cells, diffusely hypercellular. B-type area. Lipo area. Some weakly neuron entrapment. May need nother look with large variety hyperchromic cells throughout brain area. ",,,,,,,62,,Calcification. Low grade IA,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,076,25694,B,HE,,0,,,,1.2.AF?,,108,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,type B area. Area with giant cells. Some accumulations with hyperchromic cells in brain areas. Rosette-esque accumulations in additiona areas. Entrapped neurons. ,ts,,,,,,77,,grade 2. ,9/20,,,nf1 glioma serial H&E unstained + pten,,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,094,25694,B,PTEN,,0,,,,,,108,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Pten -neg around edges of brain. Strong neg staining in cells infiltrating through parenchyma.  ,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
