GeneID	Length	X23908X10_20240412_LH00227_0067_A22KHYJLT3_S27_L003.resultsAligned.sortedByCoord.out.bam
13430	6388	442
13433	6157	684
13434	8535	108
13435	24591	1178
13436	5784	19
13437	2216	62
13445	1250	516
13446	2777	4
13447	5068	27
13448	1921	11
13449	5834	11
13476	4474	490
13478	4962	50
13479	2215	2
13480	2293	21
13481	861	66
13482	7308	22
13483	6419	641
13486	3080	269
13487	3272	0
13488	3581	15
13489	2762	14
13490	4874	1
13491	1341	0
13492	3127	2
13494	7070	164
13495	1772	99
13496	6578	41
13497	8559	188
13498	4396	351
13505	5007	0
13506	4665	1
13507	5475	0
13508	12307	1947
13510	5627	0
13511	5771	4
13512	4138	0
13516	2001	2
13518	41151	10126
13521	3863	86
13522	4945	1
13524	2361	3
13525	2494	0
13526	2948	0
13527	11879	962
13528	8000	210
13529	939	0
13531	2649	0
13532	1697	0
13537	1618	8
13542	3554	223
13543	2969	64
13544	4931	494
13548	8849	504
13549	13573	651
13555	3099	18
13557	25205	559
13559	7181	84
13560	2876	59
13586	713	0
13587	716	1
13589	10389	1062
13590	1621	2
13591	39939	329
13592	5714	7
13593	8833	6
13595	1743	22
13599	6103	10
13601	1954	76
13602	3684	2251
13603	1769	8
13605	4271	141
13607	5111	7
13608	5627	3
13609	3029	87
13610	4484	170
13611	2393	0
13612	5358	269
13614	2139	2
13615	1462	1
13616	3117	9
13617	3643	146
13618	5691	638
13619	5587	193
13626	2060	110
13627	1790	9521
13628	7980	211
13629	3100	2974
13631	7035	251
13636	1642	20
13637	2131	28
13638	4164	4
13639	1596	2
13640	5627	15
13641	3358	16
13642	10924	95
13643	4477	72
13644	3581	239
13645	4803	18
13646	855	13
13648	870	0
13649	12844	86
13650	4991	190
13653	3072	824
13654	9083	58
13655	4134	203
13656	2148	3
13660	3182	172
13661	4740	0
13663	2376	249
13664	3235	177
13665	3152	248
13666	4868	265
13667	2101	70
13669	5176	1408
13680	2637	178
13681	1880	1652
13682	4560	1038
13684	10231	840
13685	981	32
13688	1786	153
13690	7760	5590
13706	923	0
13709	4355	145
13710	2000	0
13711	2337	1
13712	3548	127
13713	5080	218
13714	5396	163
13716	3065	88
13717	3974	60
13722	1305	90
13723	2622	92
13726	2715	160
13728	7368	330
13730	3231	316
13731	3440	37
13732	972	12
13733	3350	31
13796	1173	0
13797	2598	1
13798	2523	67
13799	3729	39
13800	14169	1866
13801	5493	0
13803	6971	887
13804	1403	3
13805	3572	86
13806	2005	1508
13807	3359	288
13808	5457	42
13809	4208	7
13813	3689	1
13819	5453	1004
13821	16576	686
13822	9495	2201
13823	7040	571
13824	8846	19
13828	4153	4
13829	6676	60
13830	2816	80
13831	4651	383
13835	3346	15
13836	4160	24
13837	5682	7
13838	6398	80
13839	16719	107
13840	14670	31
13841	12313	27
13842	4977	8
13844	11063	160
13845	4160	89
13846	4361	26
13848	4541	54
13849	1739	62
13850	2588	3
13852	5027	165
13853	4079	70
13854	2864	318
13855	7433	1946
13856	715	0
13857	2992	5
13858	5619	509
13859	9544	673
13860	5424	559
13861	3349	1
13863	1453	0
13864	4551	67
13865	3189	208
13866	4998	11
13867	5999	498
13869	24355	1354
13870	1468	34
13871	3571	72
13872	2709	103
13874	4136	18
13875	3646	234
13876	3706	39
13877	1043	157
13884	1840	0
13885	2267	80
13897	2059	0
13909	3179	0
13924	6089	14
13929	3082	117
13972	5960	19
13982	9756	27
13983	3362	1
13984	1786	0
13990	8719	577
13992	2738	223
13996	3135	12
13998	8051	93
13999	428	4
14000	4713	435
14004	910	315
14007	25853	974
14008	1459	0
14009	13217	1569
14011	5860	445
14012	3502	10
14013	9757	37
14017	2297	66
14020	19110	871
14025	8636	9
14026	2773	155
14027	6722	5
14028	2888	0
14029	5498	0
14030	4855	1404
14038	544	0
14042	3464	259
14043	5175	206
140474	12452	1
140475	2716	1
140476	6146	0
140477	5182	1
14048	5865	86
140481	6707	696
140482	1999	62
140483	1886	8
140484	8468	201
140486	8577	0
140488	14140	95
140489	2520	0
14049	2968	17
140491	7120	0
140492	5038	31
140493	7617	43
140494	3285	2
140497	1139	12
140498	6190	0
140499	3622	165
14050	5452	167
140500	4487	764
14051	7257	19
140546	2609	211
14055	6219	118
140557	4040	8
140559	2280	147
14056	4924	302
14057	3663	359
140570	6900	478
140571	6167	1274
140577	6371	259
140579	5612	253
14058	2693	0
140580	6450	369
14060	2561	0
14061	2493	9
14062	3338	402
140629	3884	34
14063	2768	2
140630	11382	413
14064	2464	8
14065	1996	5
14066	1876	440
14067	8134	12
14068	2756	0
14069	12387	57
14070	2490	19
140703	3565	246
140709	4016	10
14071	2884	0
140721	5285	386
140723	5011	101
14073	5155	67
140740	6032	671
140741	1791	1
140742	3339	105
140743	1887	10
140765	5495	21
14077	680	13
140780	11879	316
140781	6631	4
14079	965	0
140792	3575	93
140795	2571	65
14080	512	0
140806	1064	1
14081	7037	99
140810	11303	706
14082	2876	24
14083	7849	748
14084	4385	252
14085	1585	31
140858	3344	112
140859	3174	28
14086	2667	668
14087	6861	118
14088	7036	114
140887	4646	71
14089	2704	28
140904	13048	144
140917	4288	67
140918	1730	0
140919	4491	54
14102	2450	12
14103	1935	1
14104	10434	1337
14105	6461	924
14106	1899	0
14107	18857	1747
14109	756	379
14113	1488	135
14114	3859	36
14115	4963	118
14118	10126	671
14119	10716	1657
14120	1325	0
14121	1718	8
14123	6619	244
14125	1031	0
14126	2890	0
14127	658	58
14128	4208	18
14129	2589	13
14130	3791	93
14131	3096	68
14132	1750	24
14133	1424	1
14134	1954	1
14137	10420	213
14148	3441	51
14149	1997	55
14151	3092	150
14154	6816	285
14155	6496	828
14156	2601	56
14158	12217	408
14159	3032	44
14160	4711	45
14161	3370	0
14163	4653	133
14164	19443	287
14165	4150	0
14166	4182	319
14167	8457	304
14168	9187	36
14169	23787	395
14170	1809	1
14171	2956	5
14172	1593	0
14173	7257	93
14174	1194	0
14175	3032	0
14176	2439	6
14177	1232	0
14178	2672	5
14179	1683	1
14180	5540	12
14181	1631	1
14182	7077	283
14183	5346	54
14184	4555	92
14186	3355	5
14187	1329	12
14190	3769	38
14191	4030	9
14194	1632	110
14198	1492	11
14199	3977	212
14200	1715	23
14201	2217	29
14202	2670	8
14204	2047	1
14205	2425	5
14208	2165	150
14211	5714	319
14218	10892	894
14219	2403	109
14221	2427	72
14225	1983	736
14226	1353	12
14227	825	0
14228	2196	224
14229	3884	526
14230	2603	41
14231	1014	24
14232	3251	224
14233	2354	0
14234	2725	5
14235	4365	153
14236	9265	453
14237	2074	0
14238	2480	38
14239	1311	5
14240	1515	0
14241	2812	5
14245	7483	517
14246	13683	5
14247	3717	48
14248	4060	235
14251	1925	131
14252	5130	168
14254	13929	529
14255	6228	12
14256	2613	27
14257	5839	53
14260	16678	308
14261	3470	15
14262	2048	0
14263	8206	14
14264	3123	8
14265	5147	533
14266	17048	483
14268	8471	2901
142681	2262	1
142682	8045	624
142687	3424	45
142688	4993	125
14269	9728	316
14270	12512	527
14272	1924	278
14275	1929	0
14276	1330	15
14281	2109	249
14282	3776	8
14283	1705	1
14284	7081	293
14287	2808	29
14289	1296	0
14290	1032	0
14291	972	0
14293	1323	3
14294	1220	0
14296	2614	18
14297	3050	21
142980	5063	51
14299	4780	83
14300	8833	151
14302	5107	7
14308	1749	7
14309	2360	0
14311	1755	0
14312	5684	754
14313	2896	5
14314	3609	421
14317	2752	0
14319	1511	1353
14325	970	915
14339	7818	386
14343	2637	1
14344	3239	4
14345	3664	7
14346	2495	0
14347	2965	2
14348	11990	865
14349	1380	43
14356	1985	52
14357	4322	143
14359	3177	579
14360	10480	2896
14362	4378	252
14365	12742	1090
14366	7216	57
14367	6912	17
14368	4462	43
14369	4809	77
14370	3346	6
14371	2110	51
14373	843	33
14375	6108	103
14376	4146	541
14377	2259	0
14378	2148	0
14380	1635	1
14381	2338	155
14385	2908	42
14387	3561	284
14388	14634	1373
14389	6008	362
14390	5214	387
14391	23704	417
14394	4869	118
14395	5598	135
14396	4151	195
14397	4201	24
14399	3156	39
14400	14565	181
14401	8424	330
14402	5699	479
14403	2004	8
14404	3500	11
14405	7628	86
14406	4078	48
14407	10009	13
14408	2618	0
14409	3437	5
14411	3050	8
14412	2936	16
14415	5572	204
14417	8632	94
14419	788	2
14420	7267	279
14421	3807	102
14422	4175	12
14423	4368	612
14425	3764	98
14426	5113	48
14427	2871	3
14428	3197	5
14429	1245	0
14430	2021	30
14431	1036	33
14432	1310	498
14433	1781	1182
14447	1606	30
14450	4932	161
14451	2961	66
14453	6635	144
14455	620	292
14456	2593	187
14457	10615	910
14459	461	1
14460	2182	0
14461	3353	14
14462	3920	2
14463	3698	0
14464	3372	0
14465	3310	4
14466	5999	153
14467	2290	187
14468	2898	2
14469	2455	11
14470	875	50
14472	2126	7
14473	1812	0
14479	12036	528
14489	4042	1206
14525	3364	0
14526	1091	1
14527	2932	1
14528	2775	7
14531	2034	0
14533	550	20
14534	3243	210
14536	13804	25
14537	6519	119
14538	12987	134
14539	1221	0
14544	5417	79
14545	6228	127
14547	6620	184
14548	1055	92
14555	2798	99
14559	2728	0
14560	3741	9
14561	5833	267
14562	2389	2
14563	2237	1
14566	2261	4
14567	2657	751
14569	2681	1029
14570	1032	20
14571	5931	190
14573	4867	32
14579	4325	54
14580	7428	999
14581	3107	0
14582	1822	0
14583	6414	701
14584	3126	74
14585	5601	628
14586	3487	84
14587	1997	0
14588	1679	12
14590	4403	96
14593	7336	282
14594	4580	100
14595	6181	82
14598	2976	4
14599	1029	654
14600	4518	36
14601	2658	3
14602	2238	9
14603	1548	0
14605	4201	86
14607	754	0
14608	4225	6
14609	3208	125
14610	3974	0
14611	2941	3
14612	1686	11
14613	3180	2
14615	3631	102
14616	6971	0
14617	3006	1
14618	2036	9
14619	2404	10
14620	1937	0
14621	2772	0
14622	1706	0
14623	2981	12
14625	1915	0
14626	1894	0
14628	3009	240
14629	3711	193
14630	2072	78
14632	3662	7
14633	13870	18
14634	8427	25
14635	1506	38
14645	2790	1035
14651	4103	45
14652	1480	0
14654	2413	3
14657	7936	39
14658	3786	451
14659	1957	1
14660	12264	1352
14661	3158	776
14663	669	1
14664	4103	112
14667	4257	632
14670	2744	182
14672	3386	274
14673	1880	229
14674	6458	744
14675	5978	37
14676	2261	7
14677	3193	248
14678	2191	904
14679	3273	403
14680	6228	231
14681	9612	1604
14682	6848	932
14683	9024	2530
14685	2287	5
14686	2094	7
14687	5290	106
14688	3204	1529
14693	4782	348
14694	1254	605
14695	1846	7
14696	8293	628
14697	2706	86
14699	1947	0
14700	1120	160
14701	4838	1439
14702	4327	503
14704	1699	173
14705	3280	174
14706	3249	77
14707	535	248
14708	3677	58
14709	1371	9
14710	914	7
14711	1056	6
14712	2984	240
14714	487	10
14715	3195	3
14718	3757	102
14719	2385	301
14723	4688	31
14724	2085	79
14725	15429	12
14726	1839	21
14727	1430	15
14728	3170	86
14729	2199	3
14731	2036	74
14732	6943	645
14733	7119	252
14734	2269	10
14735	5854	69
14738	3644	7
14739	3925	159
14744	2147	33
14745	6369	82
14747	3763	82
14748	2143	4
14751	2887	1366
14755	4989	235
14756	4868	48
14758	8838	4584
14760	2949	61
14761	2700	53
14762	1429	0
14763	3205	16
14764	3812	2
14765	3682	35
14766	5655	277
14767	1387	0
14768	4546	186
14772	7384	63
14773	7861	175
14775	1045	98
14776	1067	0
14777	1018	3
14778	1618	147
14780	1670	0
14782	2672	145
14783	5241	192
14784	2916	255
14786	4243	4
14787	2415	16
14788	3309	78
14789	3167	92
14790	558	84
14791	1036	72
14792	2201	147
14793	2148	49
14794	1391	10
14797	1505	437
14799	6374	159
14800	13918	3432
14802	6399	1527
14803	6255	343
14804	12718	612
14805	6030	107
14806	16986	571
14807	10549	919
14809	11314	711
14810	4372	85
14811	20201	142
14812	25066	315
14813	10121	108
14814	6936	21
14815	8749	776
14816	8524	49
14823	5709	5
14824	2148	270
14825	955	7
14827	2643	1017
14828	2616	849
14829	2582	0
14836	1174	0
14840	1487	8
14841	2811	19
14842	1783	29
14843	1665	0
14852	6826	1335
14853	2494	73
14854	1986	45
14857	861	0
14858	1015	0
14859	1630	3
14860	958	13
14862	1372	61
14863	1031	13
14864	1189	0
14865	2235	18
14866	842	91
14867	1745	0
14869	752	145
14870	744	183
14871	1089	16
14872	1740	1
14873	1179	40
14874	4003	104
14884	2907	263
14885	1694	16
14886	10241	1140
14894	1366	501
14897	10622	2082
14904	4527	131
14910	1606	68
14911	2840	141
14912	2067	16
14913	968	0
14915	560	0
14916	602	0
14917	3936	0
14918	3633	0
14919	8659	4
14923	1513	48
14924	29764	908
14933	4529	100
14934	1827	1
14936	3681	120
14938	881	0
14939	1512	0
14940	1119	0
14941	959	0
14942	923	0
14943	909	0
14944	910	0
14945	1104	0
14950	11096	366
14955	2288	68
14957	776	75
14958	2293	449
14960	1128	31
14961	1193	30
14962	2769	29
14963	1243	5
14964	1736	313
14969	1669	3
14972	2177	79
14976	719	44
14977	2393	227
14979	964	71
14985	1387	0
14990	1432	1
14991	2416	14
14997	1472	0
14998	8325	85
14999	1284	11
15000	1810	10
15001	1222	0
15002	3031	6
15006	3161	20
15007	1473	4
15013	2032	4
15015	1793	30
15016	1181	4
15018	1536	4
15024	2897	39
15039	3079	24
15040	1317	19
15042	3258	69
15043	2178	4
15061	1296	0
15064	2547	30
15077	664	95
15078	1043	771
15081	2718	2134
15107	1789	90
15108	911	45
15109	2776	6
15110	1898	0
15111	2235	0
15112	2029	2
15114	4402	429
15115	1989	228
15116	2092	13
15117	4244	56
15118	6193	51
15122	559	122
15126	601	0
15132	610	0
15135	619	0
15139	5571	3
15159	3038	184
15160	2190	53
15161	9738	801
15162	2092	11
15163	2018	41
15165	7911	52
15166	3195	75
15168	4435	21
15170	2430	39
15171	584	5
15182	2716	452
15183	2063	240
15184	6132	305
15185	4370	108
15186	2647	2
15191	2488	490
15192	1994	0
15193	4123	227
15194	13276	941
15199	1423	38
15200	2375	167
15201	11650	215
15202	1445	0
15203	5934	3
15204	18431	1597
15205	1683	94
15206	3063	1
15207	3316	4
15208	4386	39
15209	1246	0
15211	1942	173
15212	1905	189
15213	2408	132
15214	2532	149
15216	3592	16
15218	3965	1
15220	2807	14
15221	2373	28
15223	2763	11
15227	2440	34
15228	3985	11
15229	2461	31
15233	1793	1
15234	7189	14
15235	2445	4
15239	3653	193
15242	1771	6
15245	9133	43
15247	5214	225
15248	6656	59
15251	4990	879
15254	641	194
15257	8739	1179
15258	16765	2445
15259	7497	539
15260	5124	289
15267	587	146
15270	1363	0
15273	14058	645
15275	5399	557
15277	6005	147
15278	2856	98
15284	2149	13
15285	1456	0
15288	1757	70
15289	3193	1028
15312	1200	472
15331	1254	594
15353	2170	52
15354	2489	159
15356	3070	113
15357	5458	522
15360	3294	11
15361	3415	203
15364	3817	285
15365	1510	11
15366	3958	91
15368	1576	184
15369	2149	105
15370	7155	252
15371	2475	0
15372	3000	0
15373	3538	0
15374	1389	162
15375	5140	0
15376	2370	0
15377	2039	1
15378	4704	0
15379	1824	2
15381	4057	699
15382	2168	2346
15384	2545	685
15387	3463	1863
15388	5669	1086
15394	2250	14
15395	2979	0
15396	2281	0
15397	1839	0
15398	1318	0
15399	1780	45
15400	10868	71
15401	1533	15
15402	1713	37
15403	2254	13
15404	3405	21
15405	2220	0
15407	2189	0
15408	1369	0
15410	9627	5
15412	2566	1
15413	1896	1
15414	1612	0
15415	2143	0
15416	2952	0
15417	2701	0
15421	962	0
15422	2433	0
15423	4764	0
15424	2730	0
15425	3083	0
15426	2390	0
15427	2747	0
15429	1862	0
15430	2787	0
15431	4211	0
15432	2534	0
15433	2572	0
15434	2902	0
15436	2560	1
15437	2289	1
15438	2100	0
15439	1345	1
15441	13085	985
15442	3117	3
15444	2577	19
15445	1400	0
15446	1719	48
15450	2698	4
15451	2001	3
15452	1349	118
15458	1480	2
15460	6134	422
15461	1388	76
15463	8383	1726
15464	2431	2
15465	3511	28
15466	6986	3
15467	2804	206
15468	2200	67
15469	1708	170
15473	994	16
15476	2389	19
15478	9680	0
15481	2104	2730
15482	2415	8
15483	1651	7
15484	1849	10
15485	2445	1
15486	1497	0
15487	1636	0
15488	2685	355
15490	5687	186
15492	2001	0
15493	3023	4
15494	3847	1
15495	1821	21
15496	1607	2
15497	1802	0
15499	2626	93
15500	9618	298
15502	3604	724
15504	1017	6
15505	6413	322
15507	903	8
15510	2588	717
15511	2810	35
15512	2623	35
15516	2507	2472
15519	2850	1365
15525	4640	875
15526	3043	738
15528	768	121
15529	3313	302
15530	14402	1051
15531	13045	977
15547	3922	146
15550	4591	5
15551	4753	7
15552	8075	2
15557	2509	1
15558	2937	39
15559	7879	168
15560	4750	39
15561	2135	0
15562	15866	23
15563	5807	6
15564	4345	1
15565	3743	3
15566	3990	6
15567	2747	0
15568	6418	705
15569	32397	183
15571	5150	402
15572	6405	253
15574	6821	185
15586	3743	42
15587	2303	35
15874	696	0
15891	1955	10
15893	6725	211
15894	2577	33
15896	1592	3
15898	3023	19
15900	3435	95
15901	1160	26
15902	1272	237
15903	953	85
15904	3963	40
15925	7327	498
15926	2438	273
15929	1412	127
15930	1791	2
15931	6764	751
15932	4732	60
15936	1522	46
15937	1090	99
15939	3270	42
15944	2764	128
15945	1101	3
15950	6688	56
15951	2417	15
15953	2013	6
15957	2638	30
15958	4361	210
15959	2678	21
15962	570	0
15964	647	0
15965	573	0
15967	978	0
15968	570	0
15969	643	0
15970	576	0
15972	573	0
15974	670	0
15975	8101	343
15976	6674	189
15977	831	0
15978	1210	0
15979	2112	73
15980	2105	124
15982	1816	127
15983	1980	20
15985	1231	0
16000	8592	42
16001	12973	486
16002	5701	139
16004	8929	360
16005	2389	4
16006	1520	0
16007	2028	75
16008	1721	107
16009	4022	1750
16010	3242	317
16011	5854	3165
16012	1289	6
16016	1222	0
16017	1481	4
16019	1491	4
16068	4609	104
16069	2018	1
16071	320	4
16098	357	0
16136	870	0
16142	351	0
16145	2023	9
16147	3049	0
16149	1415	79
16150	4586	164
16151	10179	219
16153	2095	1
16154	3498	37
16155	3089	69
16156	2413	4
16157	1961	22
16158	2244	7
16159	1843	0
16160	2505	0
16161	5590	1
16162	8324	242
16163	1206	1
16164	3717	85
16165	2605	0
16168	2810	11
16169	5198	54
16170	6632	51
16171	1171	0
16172	3989	59
16173	2593	119
16174	4999	6
16175	1974	19
16176	1888	1
16177	6138	184
16178	2688	9
16179	3955	310
16180	13345	1678
16181	2805	4
16182	5096	0
16183	949	1
16184	4428	2
16185	4528	1
16186	1663	9
16187	849	0
16188	3049	6
16189	844	2
16190	5219	81
16191	1534	1
16192	3864	13
16193	1141	1
16194	3377	37
16195	5719	695
16196	3590	1
16197	4314	4
16198	547	0
16199	7514	0
16201	6650	576
16202	1879	279
16204	510	0
16205	1505	3
16206	13959	402
16210	23221	1327
16211	5909	1422
16319	3249	139
16322	2921	35
16323	14541	52
16324	4257	51
16325	1976	0
16326	2211	0
16328	8319	150
16329	11524	267
16330	4519	243
16331	5165	116
16332	5672	605
16333	601	0
16334	583	0
16336	587	1
16337	9423	790
16341	1541	450
16348	9462	172
16351	6779	60
16353	734	0
16362	3359	63
16363	12548	237
16364	4788	4
16365	2588	0
16367	9163	618
16369	2337	0
16370	6248	12
16371	3078	75
16372	7716	105
16373	2363	9
16391	2688	53
16392	2526	3
16396	5580	607
16398	7108	54
16399	3437	6
16400	5316	57
16401	13214	190
16402	4470	85
16403	6055	295
16404	7267	88
16407	4072	8
16408	5420	20
16409	4682	141
16410	7000	5275
16411	4470	49
16412	4194	1880
16413	2588	56
16414	2974	45
16415	3026	0
16416	5960	42
16418	1495	64
16419	3375	164
16420	5475	0
16421	5708	8
16423	7179	364
16424	3089	0
16425	3114	15
16426	3384	59
16427	3164	0
16428	4671	0
16429	1200	0
16430	5810	482
16431	1632	54
16432	1796	1253
16433	2256	1
16434	1717	68
16438	10668	900
16439	12700	2138
16440	9381	53
16443	22954	612
16447	2087	0
16449	11717	375
16450	5147	41
16451	6041	467
16452	10935	794
16453	4085	57
16456	2482	33
16467	4233	390
16468	25346	812
16469	5529	40
16470	3696	1
16475	3503	27
16476	3187	441
16477	1840	91
16478	2877	148
16480	5396	104
16483	608	0
16485	8970	1103
16490	14395	1104
16491	3738	60
16492	33502	227
16493	3005	13
16494	6030	423
16495	3494	2
16497	5080	82
16498	9761	96
16499	2537	34
16500	11501	261
16502	9940	209
16504	7742	315
16506	6696	30
16508	98276	4089
16509	3195	0
16510	10015	27
16511	5153	53
16512	4314	10
16513	7047	1266
16514	3671	5
16515	8640	23
16516	6601	19
16517	4316	216
16518	5448	115
16519	11170	197
16520	7614	14
16521	4907	4
16522	22652	128
16523	2548	50
16524	3884	60
16525	5452	96
16526	4625	250
16527	3810	21
16528	3464	0
16529	4348	9
16530	2189	4
16531	17679	868
16532	3880	6
16533	4244	19
16534	1979	3
16535	3524	19
16536	10482	210
16538	3172	6
16539	5586	8
16541	1479	4
16542	7842	146
16543	3769	77
16545	2113	0
16548	1734	11
16549	3999	509
16551	4844	221
16552	3547	0
16553	7921	690
16554	13395	356
16558	10145	91
16559	3915	10
16560	8761	2507
16561	17153	3887
16562	7029	493
16563	6693	556
16564	16998	538
16565	9297	1564
16568	9837	908
16569	7301	205
16570	6849	442
16571	6528	114
16572	8366	893
16573	6030	1649
16574	6868	713
16576	5576	89
16578	4142	8
16579	4201	508
16580	2627	55
16581	4169	62
16582	5131	236
16588	1440	47
16589	8660	1007
16590	5182	225
16591	5590	2
16592	953	366
16593	6693	896
16594	2995	85
16596	1476	0
16597	25859	1506
16598	1816	19
16599	5346	701
16600	7553	19
16601	4481	1045
16604	393	0
16612	958	2
16613	863	0
16615	949	0
16616	1112	0
16617	880	0
16618	1000	1
16619	889	1
16621	5226	3
16622	862	0
16623	867	0
16624	860	0
16625	1789	0
16627	1667	0
16628	1178	0
16631	815	0
16633	2552	8
16634	1324	0
16635	1266	0
16636	2396	0
16637	1119	0
16638	1238	0
16639	1178	0
16640	1714	0
16641	2032	0
16642	1025	0
16643	1257	0
16644	2989	2
16646	7326	489
16647	2038	266
16648	4167	450
16649	3726	341
16650	5809	326
16651	10567	106
16653	5562	710
16656	58026	485
16658	3389	156
16660	1581	0
16661	10555	53
16663	1739	0
16664	1720	0
16665	1720	0
16666	1568	0
16667	1553	0
16668	1400	2
16669	1416	1
16670	1716	0
16671	1581	0
16672	1609	0
16673	2167	0
16675	1564	0
16678	2447	8
16679	1960	0
16680	2570	0
16681	2638	0
16682	2133	0
16687	2258	0
16688	2241	0
16691	1805	1
16693	1008	0
16694	671	0
16697	398	0
16699	885	0
16700	594	0
16701	789	0
16703	579	0
16704	482	0
16705	612	0
16706	13255	175
16709	4962	1058
16716	6015	18
16728	5693	83
16763	2992	18
16764	11990	104
16765	1060	305
16768	2003	12
16769	4789	0
16770	888	0
16772	10027	126
16773	11896	206
16774	11919	18
16775	6046	707
16776	11388	49
16777	5846	373
16779	5605	68
16780	4293	2
16782	5299	9
16783	2232	1029
16784	6773	747
16785	1861	1081
16790	3850	38
16792	2416	410
16795	5704	373
16796	3949	484
16797	1571	1
16798	7287	745
16800	11986	553
16801	5355	252
16803	2525	45
16814	2524	0
16815	819	0
16816	1362	67
16818	2274	2
16819	853	27
16820	719	0
16821	774	0
16822	3622	72
16825	6848	282
16826	3557	64
16828	5342	588
16832	1304	226
16833	1465	1
16834	6594	122
16835	4534	112
16840	1480	2
16841	2167	2
16842	4512	52
16846	3257	0
16847	11479	42
16848	2284	47
16852	800	109
16854	1406	25
16855	1180	5
16858	679	1
16859	1586	59
16865	14558	164
16866	509	2
16867	7571	1
16869	4154	6
16870	3696	36
16871	2520	3
16872	5715	3
16873	2736	1
16874	4471	4
16875	2508	2
16876	9846	4
16878	5579	14
16880	10755	741
16881	3656	127
16882	6570	264
16885	5372	129
16886	6082	193
16889	2971	138
16890	4409	19
16891	4956	0
16897	4633	283
16898	999	775
16904	1472	7
16905	4155	112
16906	2843	380
16907	3780	104
16909	2418	39
16911	2049	322
16912	1281	8
16913	1223	33
16917	5507	26
16918	3898	192
16922	1474	102
16923	5925	179
16924	12118	162
16939	1777	9
16948	4794	118
16949	3338	22
16950	4070	49
16952	1395	58
16956	4049	126
16963	518	0
16969	6705	221
16970	3174	9
16971	15084	7081
16973	5182	158
16974	9368	1108
16975	11103	467
16976	2925	202
16977	1784	3
16978	12092	814
16979	3756	338
16980	3346	208
16981	3520	255
16985	3040	3
16987	6956	236
16988	416	4
16992	1627	2
16993	2066	135
16994	1095	0
16995	1458	0
16997	8838	49
16998	5516	213
17000	2329	121
17001	702	7
17002	2742	0
17005	3200	6
17022	2075	34
17025	4731	109
17035	1092	62
170439	5951	557
170441	3434	7
170442	3390	6
170458	588	6
170459	5441	123
170460	2425	49
170461	5872	28
170472	5010	70
170483	3798	19
170484	3487	0
17057	1274	1
170571	5048	31
170574	3371	1
17059	2542	4
17060	1783	17
170625	4447	461
17063	2971	0
170638	4652	103
170639	3496	0
17064	6638	324
170643	26561	241
170644	8158	411
170648	939	0
170651	605	0
170654	318	0
170656	748	0
170657	493	0
170658	500	32
17067	1682	17
170676	6667	269
170677	4340	13
17068	691	0
17069	3322	102
170706	1307	2
170707	11214	791
17071	929	0
170711	71885	1501
170716	1967	35
170718	1520	210
170719	11734	1586
170720	4689	0
170721	7281	12
170722	2557	1
170725	6179	0
170728	3014	53
170729	4010	40
170731	5778	317
170732	4473	1
170733	1192	0
170734	1984	0
170735	5594	5
170736	4369	432
170737	6099	410
170738	34204	84
170740	16364	261
170741	2191	0
170742	1257	8
170743	5528	42
170744	5385	24
170745	4880	3
170748	1545	7
170749	6781	301
17075	2061	48
170750	3669	268
170752	2565	10
170753	14025	933
170755	5622	192
170756	2905	15
170757	4106	151
170758	1078	15
170759	4072	219
17076	6871	16
170760	3471	286
170761	2181	4
170762	9515	349
170763	2710	68
170765	1529	1
170767	2162	55
170768	6428	355
170770	3008	36
170771	35110	398
170772	6248	437
170776	2009	10
170779	1008	0
170780	1771	0
170786	1484	0
170787	2756	56
170788	28873	12
170789	3347	17
17079	2337	18
170790	2783	44
170791	8601	3012
170799	16039	83
170812	492	0
170813	1009	0
17082	7457	1
170822	4628	548
170823	2380	51
170826	10866	78
170828	2297	0
170829	1390	38
17083	1746	26
170833	5275	46
170834	873	0
170835	3968	48
17084	1546	69
17085	2539	18
17086	1492	0
17087	603	9
17089	1938	46
170930	998	872
170935	4345	48
170936	24102	703
170938	2948	177
170939	461	0
170942	1439	693
170947	3540	3
17095	3367	12
170952	4048	21
17096	4997	192
17101	13794	653
17105	1057	202
171095	2503	6
17110	1265	3
17112	3982	55
17113	2515	347
17116	2778	55
171166	3330	0
171167	10657	104
171168	2429	0
17117	1554	13
171170	15261	3
171171	1924	31
17118	4186	6039
171180	3277	40
171183	909	0
171184	918	0
171185	891	0
171186	909	0
171187	918	0
171188	2442	1
171189	912	0
17119	4685	85
171190	1020	0
171191	891	0
171192	1086	0
171193	912	0
171194	2038	0
171195	1553	0
171196	909	0
171197	909	0
171198	1656	0
171199	900	0
17120	36091	376
171200	927	0
171201	894	1
171202	918	0
171203	1051	0
171205	1213	0
171206	912	0
171207	3572	27
171209	2210	9
17121	1810	16
171210	2200	37
171211	8185	3
171212	4763	198
17122	3894	556
171224	921	0
171225	897	0
171226	1443	0
171227	1159	0
171228	897	0
171229	921	0
17123	1441	0
171230	936	0
171231	951	0
171232	991	0
171233	1781	1
171234	870	0
171235	1121	0
171236	960	0
171237	912	0
171238	927	0
171239	975	0
171240	915	0
171241	918	0
171242	942	0
171243	938	0
171244	921	0
171245	972	0
171246	939	0
171247	1104	0
171248	1104	0
171249	1155	0
17125	3227	211
171250	939	1
171251	951	0
